function	width	library	scale	nanos	min	max
sqrt	1232	decimal-rs	17	6319	671	2020377
sqrt	1232	decimal-rs	28	6300	640	2051793
sqrt	1232	decimal-rs	37	6320	481	1440402
sqrt	1232	decimal-rs	152	6284	591	32508
sqrt	1232	decimal-scaled	17	1452	321	24015
sqrt	1232	decimal-scaled	28	1833	330	37395
sqrt	1232	decimal-scaled	37	2183	370	26109
sqrt	1232	decimal-scaled	152	10084	341	204732
sqrt	1232	fastnum	17	191643	801	83733357
sqrt	1232	fastnum	28	190601	721	85005923
sqrt	1232	fastnum	37	189910	912	82204009
sqrt	1232	fastnum	152	189944	891	81987354
sqrt	1232	g_math	17	245001	1182	10226668
sqrt	1232	g_math	28	247534	1112	10429784
sqrt	1232	g_math	37	246783	1282	9421448
sqrt	1232	g_math	152	248296	1341	6425555
sqrt	1232	rust_decimal	17	2855	160	18687
sqrt	1232	rust_decimal	28	2854	120	36664
sqrt	1232	rust_decimal	37	2834	150	1252294
sqrt	1232	rust_decimal	152	2864	161	31947
sub	18	decimal-rs	17	50	40	231
sub	18	decimal-scaled	17	40	40	60
sub	18	fastnum	17	81	50	240
sub	18	g_math	17	376	330	811
sub	18	rust_decimal	17	60	50	120
sub	38	decimal-rs	17	60	40	140
sub	38	decimal-rs	28	60	40	220
sub	38	decimal-rs	37	60	40	140
sub	38	decimal-scaled	17	50	40	61
sub	38	decimal-scaled	28	50	40	61
sub	38	decimal-scaled	37	40	40	60
sub	38	fastnum	17	80	60	251
sub	38	fastnum	28	90	60	200
sub	38	fastnum	37	80	50	210
sub	38	g_math	17	381	331	781
sub	38	g_math	28	371	331	831
sub	38	g_math	37	380	331	841
sub	38	rust_decimal	17	60	40	460
sub	38	rust_decimal	28	60	41	381
sub	38	rust_decimal	37	60	50	110
sub	57	decimal-rs	17	50	40	160
sub	57	decimal-rs	28	50	40	260
sub	57	decimal-rs	37	50	40	141
sub	57	decimal-scaled	17	50	40	71
sub	57	decimal-scaled	28	50	40	51
sub	57	decimal-scaled	37	50	40	60
sub	57	fastnum	17	80	60	160
sub	57	fastnum	28	80	50	280
sub	57	fastnum	37	80	60	310
sub	57	g_math	17	371	330	851
sub	57	g_math	28	370	330	771
sub	57	g_math	37	371	320	741
sub	57	rust_decimal	17	60	40	110
sub	57	rust_decimal	28	60	40	120
sub	57	rust_decimal	37	60	40	130
sub	76	decimal-rs	17	41	40	190
sub	76	decimal-rs	28	45	40	141
sub	76	decimal-rs	37	50	40	140
sub	76	decimal-scaled	17	40	40	60
sub	76	decimal-scaled	28	40	40	50
sub	76	decimal-scaled	37	40	40	51
sub	76	fastnum	17	70	50	160
sub	76	fastnum	28	70	40	150
sub	76	fastnum	37	70	50	160
sub	76	g_math	17	351	320	661
sub	76	g_math	28	360	330	752
sub	76	g_math	37	351	310	751
sub	76	rust_decimal	17	60	40	110
sub	76	rust_decimal	28	60	40	221
sub	76	rust_decimal	37	50	40	270
sub	115	decimal-rs	17	65	40	240
sub	115	decimal-rs	28	60	40	301
sub	115	decimal-rs	37	60	40	210
sub	115	decimal-scaled	17	50	40	151
sub	115	decimal-scaled	28	60	40	140
sub	115	decimal-scaled	37	60	40	161
sub	115	fastnum	17	130	60	360
sub	115	fastnum	28	140	60	331
sub	115	fastnum	37	130	70	351
sub	115	g_math	17	576	471	3987
sub	115	g_math	28	571	491	1533
sub	115	g_math	37	571	490	1653
sub	115	rust_decimal	17	80	50	311
sub	115	rust_decimal	28	76	50	1803
sub	115	rust_decimal	37	80	50	280
sub	153	decimal-rs	17	70	40	401
sub	153	decimal-rs	28	70	40	261
sub	153	decimal-rs	37	75	50	241
sub	153	decimal-rs	152	70	40	290
sub	153	decimal-scaled	17	60	50	160
sub	153	decimal-scaled	28	60	50	150
sub	153	decimal-scaled	37	60	50	150
sub	153	decimal-scaled	152	66	50	150
sub	153	fastnum	17	110	70	441
sub	153	fastnum	28	110	70	340
sub	153	fastnum	37	110	60	390
sub	153	fastnum	152	110	60	351
sub	153	g_math	17	541	441	1182
sub	153	g_math	28	521	450	1542
sub	153	g_math	37	566	450	1572
sub	153	g_math	152	560	461	1522
sub	153	rust_decimal	17	70	50	271
sub	153	rust_decimal	28	80	50	341
sub	153	rust_decimal	37	80	50	460
sub	153	rust_decimal	152	80	50	321
sub	230	decimal-rs	17	50	32	532
sub	230	decimal-rs	28	60	31	296
sub	230	decimal-rs	37	60	32	189
sub	230	decimal-rs	152	51	40	197
sub	230	decimal-scaled	17	71	58	239
sub	230	decimal-scaled	28	74	56	138
sub	230	decimal-scaled	37	73	54	231
sub	230	decimal-scaled	152	94	64	281
sub	230	fastnum	17	91	60	282
sub	230	fastnum	28	106	47	687
sub	230	fastnum	37	100	50	428
sub	230	fastnum	152	88	46	1133
sub	230	g_math	17	418	335	1260
sub	230	g_math	28	454	360	1740
sub	230	g_math	37	405	299	1152
sub	230	g_math	152	461	278	1365
sub	230	rust_decimal	17	76	43	257
sub	230	rust_decimal	28	67	40	705
sub	230	rust_decimal	37	82	50	625
sub	230	rust_decimal	152	83	40	1531
sub	307	decimal-rs	17	70	50	431
sub	307	decimal-rs	28	60	40	291
sub	307	decimal-rs	37	60	40	260
sub	307	decimal-rs	152	70	40	231
sub	307	decimal-scaled	17	100	90	241
sub	307	decimal-scaled	28	101	90	160
sub	307	decimal-scaled	37	100	90	320
sub	307	decimal-scaled	152	100	90	240
sub	307	fastnum	17	110	60	471
sub	307	fastnum	28	110	50	300
sub	307	fastnum	37	110	60	400
sub	307	fastnum	152	110	70	390
sub	307	g_math	17	531	421	1663
sub	307	g_math	28	571	460	39960
sub	307	g_math	37	511	461	1392
sub	307	g_math	152	551	430	1062
sub	307	rust_decimal	17	76	50	260
sub	307	rust_decimal	28	70	50	311
sub	307	rust_decimal	37	80	50	310
sub	307	rust_decimal	152	71	50	281
sub	462	decimal-rs	17	65	40	240
sub	462	decimal-rs	28	70	40	270
sub	462	decimal-rs	37	60	40	471
sub	462	decimal-rs	152	60	40	220
sub	462	decimal-scaled	17	130	110	280
sub	462	decimal-scaled	28	121	110	250
sub	462	decimal-scaled	37	130	80	421
sub	462	decimal-scaled	152	120	110	300
sub	462	fastnum	17	110	50	460
sub	462	fastnum	28	110	60	371
sub	462	fastnum	37	110	70	340
sub	462	fastnum	152	120	70	451
sub	462	g_math	17	576	451	1452
sub	462	g_math	28	556	440	1493
sub	462	g_math	37	550	461	1492
sub	462	g_math	152	551	461	1532
sub	462	rust_decimal	17	80	50	301
sub	462	rust_decimal	28	85	50	270
sub	462	rust_decimal	37	80	50	320
sub	462	rust_decimal	152	80	50	381
sub	616	decimal-rs	17	80	40	251
sub	616	decimal-rs	28	61	40	311
sub	616	decimal-rs	37	70	40	241
sub	616	decimal-rs	152	60	40	230
sub	616	decimal-scaled	17	140	110	381
sub	616	decimal-scaled	28	140	100	320
sub	616	decimal-scaled	37	146	120	331
sub	616	decimal-scaled	152	140	120	271
sub	616	fastnum	17	121	60	561
sub	616	fastnum	28	120	60	440
sub	616	fastnum	37	120	70	581
sub	616	fastnum	152	120	60	401
sub	616	g_math	17	571	350	1122
sub	616	g_math	28	551	331	1152
sub	616	g_math	37	571	461	1433
sub	616	g_math	152	591	471	1402
sub	616	rust_decimal	17	80	40	371
sub	616	rust_decimal	28	90	50	541
sub	616	rust_decimal	37	85	60	350
sub	616	rust_decimal	152	76	40	350
sub	924	decimal-rs	17	70	44	263
sub	924	decimal-rs	28	78	40	293
sub	924	decimal-rs	37	66	49	266
sub	924	decimal-rs	152	66	34	257
sub	924	decimal-scaled	17	205	117	363
sub	924	decimal-scaled	28	224	97	329
sub	924	decimal-scaled	37	225	170	341
sub	924	decimal-scaled	152	208	149	291
sub	924	fastnum	17	115	59	320
sub	924	fastnum	28	113	57	598
sub	924	fastnum	37	113	61	364
sub	924	fastnum	152	102	52	573
sub	924	g_math	17	510	315	1542
sub	924	g_math	28	542	420	1799
sub	924	g_math	37	509	278	1332
sub	924	g_math	152	542	379	1497
sub	924	rust_decimal	17	82	41	420
sub	924	rust_decimal	28	82	53	351
sub	924	rust_decimal	37	76	57	398
sub	924	rust_decimal	152	84	55	430
sub	1232	decimal-rs	17	65	40	261
sub	1232	decimal-rs	28	70	40	231
sub	1232	decimal-rs	37	60	40	16464
sub	1232	decimal-rs	152	70	50	250
sub	1232	decimal-scaled	17	250	180	370
sub	1232	decimal-scaled	28	240	180	782
sub	1232	decimal-scaled	37	240	181	430
sub	1232	decimal-scaled	152	251	200	711
sub	1232	fastnum	17	110	70	371
sub	1232	fastnum	28	110	50	440
sub	1232	fastnum	37	110	50	471
sub	1232	fastnum	152	110	70	421
sub	1232	g_math	17	546	431	1533
sub	1232	g_math	28	566	470	1522
sub	1232	g_math	37	550	441	1533
sub	1232	g_math	152	530	341	1562
sub	1232	rust_decimal	17	70	50	421
sub	1232	rust_decimal	28	70	50	320
sub	1232	rust_decimal	37	80	50	280
sub	1232	rust_decimal	152	80	50	331
tan	18	decimal-scaled	17	6234	2714	35834
tan	18	fastnum	17	1486331	805467	34268880
tan	18	g_math	17	225100	7271	464001
tan	18	rust_decimal	17	4527	410	14392
tan	38	decimal-scaled	17	6200	2293	35744
tan	38	decimal-scaled	28	7421	60	19479
tan	38	decimal-scaled	37	8278	80	45219
tan	38	fastnum	17	1480412	801241	34303955
tan	38	fastnum	28	1482259	799027	34406571
tan	38	fastnum	37	1484352	809764	34303375
tan	38	g_math	17	225245	7261	343148
tan	38	g_math	28	223898	7261	296168
tan	38	g_math	37	224724	7141	307534
tan	38	rust_decimal	17	4542	451	19520
tan	38	rust_decimal	28	4527	410	15623
tan	38	rust_decimal	37	4537	421	13661
tan	57	decimal-scaled	17	6019	2714	47981
tan	57	decimal-scaled	28	7841	3194	16484
tan	57	decimal-scaled	37	9193	3575	41902
tan	57	fastnum	17	1478248	806738	34340336
tan	57	fastnum	28	1489095	812711	34284262
tan	57	fastnum	37	1475430	801332	34262995
tan	57	g_math	17	224956	7220	336926
tan	57	g_math	28	224181	7200	291811
tan	57	g_math	37	223886	7161	318260
tan	57	rust_decimal	17	4527	401	19459
tan	57	rust_decimal	28	4532	411	15483
tan	57	rust_decimal	37	4517	410	12719
tan	76	decimal-scaled	17	5640	2615	44303
tan	76	decimal-scaled	28	7194	2995	21029
tan	76	decimal-scaled	37	8301	3306	37851
tan	76	fastnum	17	1350372	736559	31116260
tan	76	fastnum	28	1349326	729656	31136676
tan	76	fastnum	37	1356040	727953	31155176
tan	76	g_math	17	239974	6884	333193
tan	76	g_math	28	241958	6923	349505
tan	76	g_math	37	239709	6933	321733
tan	76	rust_decimal	17	3787	361	14216
tan	76	rust_decimal	28	3777	421	14517
tan	76	rust_decimal	37	3782	411	14487
tan	115	decimal-scaled	17	10360	4959	97492
tan	115	decimal-scaled	28	12874	5190	3027440
tan	115	decimal-scaled	37	14456	6001	2904631
tan	115	fastnum	17	4343200	921019	106962833
tan	115	fastnum	28	4341028	923784	101739078
tan	115	fastnum	37	4448277	924285	91282491
tan	115	g_math	17	454253	12653	6541308
tan	115	g_math	28	454078	12553	12549314
tan	115	g_math	37	452359	12693	10537013
tan	115	rust_decimal	17	4388	551	270715
tan	115	rust_decimal	28	4368	561	2290867
tan	115	rust_decimal	37	4388	581	20819
tan	153	decimal-scaled	17	9805	4567	1167317
tan	153	decimal-scaled	28	11988	5208	6770068
tan	153	decimal-scaled	37	13961	5759	570458
tan	153	decimal-scaled	152	73241	12188	9165629
tan	153	fastnum	17	4628892	989560	94922512
tan	153	fastnum	28	4637542	1007875	109159759
tan	153	fastnum	37	4492341	1063729	104173775
tan	153	fastnum	152	4621242	997877	116526025
tan	153	g_math	17	457768	12870	8488515
tan	153	g_math	28	448790	12900	17428444
tan	153	g_math	37	453569	12328	14453377
tan	153	g_math	152	452271	12840	11555526
tan	153	rust_decimal	17	4657	611	3019781
tan	153	rust_decimal	28	4677	571	2032816
tan	153	rust_decimal	37	4672	591	2985362
tan	153	rust_decimal	152	4677	611	1138204
tan	230	decimal-scaled	17	8172	3458	85888
tan	230	decimal-scaled	28	10486	3960	6143645
tan	230	decimal-scaled	37	13404	5525	8614919
tan	230	decimal-scaled	152	56232	10594	12073757
tan	230	fastnum	17	3530190	777979	96204243
tan	230	fastnum	28	2054446	774226	91466982
tan	230	fastnum	37	2509282	773436	98277869
tan	230	fastnum	152	2807204	803227	91513047
tan	230	g_math	17	237810	7479	9300922
tan	230	g_math	28	261872	7462	17268569
tan	230	g_math	37	242154	7390	9310149
tan	230	g_math	152	243921	7587	9299743
tan	230	rust_decimal	17	4214	512	129103
tan	230	rust_decimal	28	4174	545	2403846
tan	230	rust_decimal	37	4259	539	12535
tan	230	rust_decimal	152	4191	538	2738532
tan	307	decimal-scaled	17	9434	4337	2035923
tan	307	decimal-scaled	28	12299	4968	3089581
tan	307	decimal-scaled	37	13956	5098	2290946
tan	307	decimal-scaled	152	63396	11597	12141085
tan	307	fastnum	17	4607200	1013655	126261856
tan	307	fastnum	28	4597355	1109379	87207178
tan	307	fastnum	37	4587356	1078342	116997525
tan	307	fastnum	152	4783596	997430	114997437
tan	307	g_math	17	449185	12670	9557213
tan	307	g_math	28	450142	12719	12568746
tan	307	g_math	37	449456	12739	10498434
tan	307	g_math	152	450106	12639	8588601
tan	307	rust_decimal	17	4637	551	3318030
tan	307	rust_decimal	28	4657	551	3066282
tan	307	rust_decimal	37	4647	551	2022643
tan	307	rust_decimal	152	4657	601	2025417
tan	462	decimal-scaled	17	6259	3145	53952
tan	462	decimal-scaled	28	8774	4046	32810
tan	462	decimal-scaled	37	10536	4256	10023825
tan	462	decimal-scaled	152	61999	11177	12086421
tan	462	fastnum	17	4544364	989960	108187961
tan	462	fastnum	28	4458279	999796	101235246
tan	462	fastnum	37	4620684	1000417	126184664
tan	462	fastnum	152	4802242	992644	101125685
tan	462	g_math	17	452261	12789	12554789
tan	462	g_math	28	453428	12750	11492376
tan	462	g_math	37	456136	12809	11544435
tan	462	g_math	152	452737	12749	12544450
tan	462	rust_decimal	17	4697	611	46991
tan	462	rust_decimal	28	4687	591	26040
tan	462	rust_decimal	37	4697	601	1368300
tan	462	rust_decimal	152	4677	581	1694762
tan	616	decimal-scaled	17	9738	3246	155362
tan	616	decimal-scaled	28	12193	5430	30768
tan	616	decimal-scaled	37	13876	5771	10035002
tan	616	decimal-scaled	152	68033	12323	13087536
tan	616	fastnum	17	4219398	922274	112167146
tan	616	fastnum	28	4353991	925470	114242658
tan	616	fastnum	37	4359852	927694	98251416
tan	616	fastnum	152	4459368	912896	105532042
tan	616	g_math	17	449264	12353	15385458
tan	616	g_math	28	448503	12363	9545577
tan	616	g_math	37	450212	12393	9538401
tan	616	g_math	152	449204	12344	11439786
tan	616	rust_decimal	17	4378	631	46628
tan	616	rust_decimal	28	4388	631	853454
tan	616	rust_decimal	37	4378	611	1231255
tan	616	rust_decimal	152	4369	581	28594
tan	924	decimal-scaled	17	10669	4827	2020577
tan	924	decimal-scaled	28	13032	5403	12019193
tan	924	decimal-scaled	37	14678	6077	8020006
tan	924	decimal-scaled	152	73568	13155	12085672
tan	924	fastnum	17	4391056	910571	84417196
tan	924	fastnum	28	4032636	967488	113468994
tan	924	fastnum	37	4253772	912545	72797193
tan	924	fastnum	152	4307412	903609	101502424
tan	924	g_math	17	285299	9555	12279579
tan	924	g_math	28	284205	9761	12347292
tan	924	g_math	37	285830	9581	7317771
tan	924	g_math	152	285856	9679	9263534
tan	924	rust_decimal	17	4700	688	3211580
tan	924	rust_decimal	28	4691	746	24305
tan	924	rust_decimal	37	4701	649	2016309
tan	924	rust_decimal	152	4712	719	3016072
tan	1232	decimal-scaled	17	9634	4737	3228265
tan	1232	decimal-scaled	28	12278	5488	12026946
tan	1232	decimal-scaled	37	13530	5648	325360
tan	1232	decimal-scaled	152	67344	13039	12095989
tan	1232	fastnum	17	4591038	1069956	123726740
tan	1232	fastnum	28	4618198	1064809	120570586
tan	1232	fastnum	37	4627812	1005922	101201411
tan	1232	fastnum	152	4635172	1000724	135303953
tan	1232	g_math	17	454099	12699	9562690
tan	1232	g_math	28	446122	11487	9545052
tan	1232	g_math	37	451350	12619	9550447
tan	1232	g_math	152	451074	12719	9451263
tan	1232	rust_decimal	17	4637	561	2540393
tan	1232	rust_decimal	28	4647	661	2867844
tan	1232	rust_decimal	37	4647	621	5128
tan	1232	rust_decimal	152	4637	681	3048239
tanh	18	decimal-scaled	17	4317	61	41994
tanh	18	g_math	17	179551	471	379984
tanh	38	decimal-scaled	17	4316	70	41463
tanh	38	decimal-scaled	28	5017	80	52004
tanh	38	decimal-scaled	37	5499	70	55153
tanh	38	g_math	17	179421	410	358872
tanh	38	g_math	28	179291	461	298170
tanh	38	g_math	37	179401	461	264850
tanh	57	decimal-scaled	17	8017	90	32889
tanh	57	decimal-scaled	28	9784	130	29453
tanh	57	decimal-scaled	37	11662	100	71205
tanh	57	g_math	17	179484	401	242387
tanh	57	g_math	28	179135	431	243219
tanh	57	g_math	37	179486	431	286253
tanh	76	decimal-scaled	17	7438	120	31298
tanh	76	decimal-scaled	28	9187	130	26580
tanh	76	decimal-scaled	37	10926	101	55624
tanh	76	g_math	17	173485	481	254126
tanh	76	g_math	28	173595	411	250509
tanh	76	g_math	37	173414	411	255127
tanh	115	decimal-scaled	17	25482	200	1338888
tanh	115	decimal-scaled	28	29385	221	6047355
tanh	115	decimal-scaled	37	31985	210	11048749
tanh	115	g_math	17	341948	531	15467647
tanh	115	g_math	28	344503	521	11472933
tanh	115	g_math	37	345845	561	12380750
tanh	153	decimal-scaled	17	13400	250	79430
tanh	153	decimal-scaled	28	16790	220	8225733
tanh	153	decimal-scaled	37	19590	201	3698561
tanh	153	decimal-scaled	152	85894	210	6138926
tanh	153	g_math	17	356156	450	15404550
tanh	153	g_math	28	355835	441	15394846
tanh	153	g_math	37	355123	440	12419640
tanh	153	g_math	152	353542	520	10345332
tanh	230	decimal-scaled	17	11320	211	2019584
tanh	230	decimal-scaled	28	13557	292	9039782
tanh	230	decimal-scaled	37	18094	279	10027748
tanh	230	decimal-scaled	152	61048	347	12475906
tanh	230	g_math	17	158678	441	12228312
tanh	230	g_math	28	158056	446	12171109
tanh	230	g_math	37	158552	463	12218525
tanh	230	g_math	152	162625	424	9209963
tanh	307	decimal-scaled	17	13701	440	3028175
tanh	307	decimal-scaled	28	17141	420	10067901
tanh	307	decimal-scaled	37	19975	391	7101652
tanh	307	decimal-scaled	152	94537	1583	15143432
tanh	307	g_math	17	354613	471	12454480
tanh	307	g_math	28	354443	510	12409277
tanh	307	g_math	37	355816	470	6468261
tanh	307	g_math	152	354634	450	13384676
tanh	462	decimal-scaled	17	13620	551	5113930
tanh	462	decimal-scaled	28	16820	601	10097247
tanh	462	decimal-scaled	37	19840	641	10101651
tanh	462	decimal-scaled	152	84983	501	9202959
tanh	462	g_math	17	358219	481	6405917
tanh	462	g_math	28	357519	601	9364022
tanh	462	g_math	37	356086	440	9398153
tanh	462	g_math	152	355655	601	15396154
tanh	616	decimal-scaled	17	14282	671	6183219
tanh	616	decimal-scaled	28	17117	681	12192184
tanh	616	decimal-scaled	37	19998	701	6218850
tanh	616	decimal-scaled	152	78618	591	9583528
tanh	616	g_math	17	341612	511	12388112
tanh	616	g_math	28	341562	571	9475925
tanh	616	g_math	37	341942	552	9369232
tanh	616	g_math	152	342294	581	9345629
tanh	924	decimal-scaled	17	15470	1099	6025016
tanh	924	decimal-scaled	28	18603	1042	9380148
tanh	924	decimal-scaled	37	21363	1114	12419718
tanh	924	decimal-scaled	152	88252	959	12661931
tanh	924	g_math	17	203575	501	7669477
tanh	924	g_math	28	203425	590	7246477
tanh	924	g_math	37	203887	547	15227639
tanh	924	g_math	152	203714	514	6287906
tanh	1232	decimal-scaled	17	15458	1252	14471830
tanh	1232	decimal-scaled	28	18517	1192	9546252
tanh	1232	decimal-scaled	37	21056	1342	18206842
tanh	1232	decimal-scaled	152	82978	1132	9978569
tanh	1232	g_math	17	354763	551	12410216
tanh	1232	g_math	28	355244	461	10437736
tanh	1232	g_math	37	354662	480	17397608
tanh	1232	g_math	152	355423	541	12465651
