op	width	scale	prod_ns	branch_ns	delta_ns	delta_pct	ratio
to_radians	D924	462	5296.789	5255.929	-40.860	-0.771	0.9923
sin	D462	231	63464.000	62973.173	-490.828	-0.773	0.9923
cbrt	D153	76	2675.475	2654.716	-20.759	-0.776	0.9922
atanh	D115	86	27488.056	27272.628	-215.428	-0.784	0.9922
asinh	D462	346	197124.204	195579.059	-1545.145	-0.784	0.9922
acosh	D1232	616	487309.679	483460.671	-3849.008	-0.790	0.9921
asin	D153	0	4724.509	4687.115	-37.394	-0.791	0.9921
sin	D153	152	28301.201	28076.719	-224.482	-0.793	0.9921
cos	D153	152	29427.397	29193.728	-233.670	-0.794	0.9921
acosh	D307	76	22386.805	22208.841	-177.964	-0.795	0.9921
cbrt	D230	115	8529.817	8461.760	-68.057	-0.798	0.9920
acos	D307	153	65443.051	64918.646	-524.404	-0.801	0.9920
mul	D76	19	20.877	20.709	-0.168	-0.806	0.9919
atanh	D307	0	2258.425	2240.198	-18.227	-0.807	0.9919
exp	D462	231	85205.542	84514.621	-690.921	-0.811	0.9919
atanh	D115	57	18085.239	17938.517	-146.722	-0.811	0.9919
sin	D616	0	158.583	157.295	-1.288	-0.812	0.9919
sin	D307	230	73380.981	72784.128	-596.852	-0.813	0.9919
atan	D462	346	206235.420	204555.425	-1679.995	-0.815	0.9919
hypot	D76	57	714.500	708.618	-5.882	-0.823	0.9918
acosh	D307	153	51493.070	51068.905	-424.165	-0.824	0.9918
div	D616	462	1788.803	1773.946	-14.857	-0.831	0.9917
div	D230	115	252.185	250.078	-2.106	-0.835	0.9916
tan	D307	230	81084.513	80406.425	-678.088	-0.836	0.9916
div	D307	306	937.957	930.094	-7.863	-0.838	0.9916
log	D1232	308	107119.577	106221.545	-898.032	-0.838	0.9916
asinh	D115	114	37146.922	36834.771	-312.151	-0.840	0.9916
cos	D153	38	5517.642	5471.114	-46.528	-0.843	0.9916
tan	D1232	924	1083942.500	1074774.167	-9168.333	-0.846	0.9915
tanh	D153	38	8495.621	8423.373	-72.248	-0.850	0.9915
sqrt	D76	0	209.829	208.035	-1.794	-0.855	0.9915
atanh	D115	114	36347.750	36036.878	-310.872	-0.855	0.9914
log	D462	346	27740.159	27502.163	-237.996	-0.858	0.9914
cos	D1232	616	318881.704	316134.616	-2747.088	-0.861	0.9914
atanh	D115	28	7344.238	7280.660	-63.577	-0.866	0.9913
sub	D115	0	4.886	4.843	-0.042	-0.868	0.9913
acosh	D1232	308	261076.304	258789.484	-2286.819	-0.876	0.9912
atanh	D1232	924	2630153.350	2606762.850	-23390.500	-0.889	0.9911
to_radians	D462	115	2385.949	2364.571	-21.378	-0.896	0.9910
sqrt	D18	9	20.125	19.944	-0.181	-0.899	0.9910
atan	D18	4	1580.689	1566.457	-14.231	-0.900	0.9910
hypot	D616	154	2452.776	2430.664	-22.112	-0.901	0.9910
atan	D616	0	3601.323	3568.736	-32.587	-0.905	0.9910
sub	D153	76	5.279	5.231	-0.048	-0.906	0.9909
asinh	D57	56	11598.876	11493.800	-105.076	-0.906	0.9909
ln	D924	0	2036.128	2017.667	-18.461	-0.907	0.9909
hypot	D462	115	1665.500	1650.376	-15.124	-0.908	0.9909
to_degrees	D924	462	4362.162	4322.323	-39.839	-0.913	0.9909
tan	D307	76	13267.657	13145.664	-121.993	-0.919	0.9908
asinh	D462	0	69.745	69.103	-0.642	-0.921	0.9908
cosh	D153	38	8102.136	8026.870	-75.266	-0.929	0.9907
atan	D462	461	340567.527	337385.530	-3181.997	-0.934	0.9907
cos	D462	231	65012.045	64401.804	-610.241	-0.939	0.9906
log	D1232	0	40722.678	40337.846	-384.832	-0.945	0.9905
neg	D115	57	2.858	2.831	-0.027	-0.949	0.9905
cosh	D115	57	11428.371	11319.658	-108.713	-0.951	0.9905
tanh	D115	57	11876.028	11761.306	-114.722	-0.966	0.9903
cosh	D115	28	7292.444	7220.849	-71.595	-0.982	0.9902
atanh	D1232	308	446111.543	441726.113	-4385.430	-0.983	0.9902
to_degrees	D57	0	166.527	164.881	-1.645	-0.988	0.9901
cbrt	D462	231	26326.118	26061.423	-264.695	-1.005	0.9899
sub	D924	462	76.451	75.681	-0.770	-1.007	0.9899
to_radians	D616	0	1569.852	1553.992	-15.860	-1.010	0.9899
tan	D76	38	5468.436	5413.143	-55.293	-1.011	0.9899
neg	D115	0	2.864	2.835	-0.029	-1.011	0.9899
atan	D76	57	15458.639	15302.047	-156.593	-1.013	0.9899
cbrt	D462	0	641.334	634.802	-6.532	-1.018	0.9898
asin	D230	57	25810.421	25543.658	-266.764	-1.034	0.9897
log	D307	76	15510.192	15349.214	-160.979	-1.038	0.9896
exp	D57	56	8840.299	8748.163	-92.136	-1.042	0.9896
to_degrees	D616	0	977.574	967.288	-10.286	-1.052	0.9895
atanh	D307	153	85252.223	84350.167	-902.056	-1.058	0.9894
cbrt	D462	346	33214.320	32862.646	-351.674	-1.059	0.9894
cbrt	D153	0	529.830	524.208	-5.622	-1.061	0.9894
cbrt	D230	0	554.981	549.075	-5.906	-1.064	0.9894
asinh	D115	86	26842.670	26556.843	-285.827	-1.065	0.9894
atan	D115	57	21873.669	21636.514	-237.155	-1.084	0.9892
mul	D76	0	5.696	5.634	-0.062	-1.086	0.9891
ln	D38	37	408.307	403.820	-4.487	-1.099	0.9890
hypot	D76	75	716.744	708.812	-7.932	-1.107	0.9889
acos	D1232	1231	3532736.062	3493474.750	-39261.312	-1.111	0.9889
sqrt	D18	4	14.923	14.757	-0.166	-1.112	0.9889
exp	D307	0	106.537	105.338	-1.200	-1.126	0.9887
cosh	D76	0	3.695	3.654	-0.042	-1.127	0.9887
tanh	D1232	0	3148.861	3113.337	-35.524	-1.128	0.9887
to_radians	D153	114	977.594	966.397	-11.197	-1.145	0.9885
sub	D616	462	44.931	44.412	-0.519	-1.155	0.9885
asinh	D1232	924	1631064.312	1611942.469	-19121.844	-1.172	0.9883
sinh	D153	38	8180.760	8084.786	-95.975	-1.173	0.9883
atanh	D462	231	152858.980	151063.955	-1795.026	-1.174	0.9883
asin	D307	153	65213.552	64447.143	-766.409	-1.175	0.9882
to_degrees	D153	152	914.615	903.842	-10.773	-1.178	0.9882
asinh	D230	0	28.110	27.779	-0.331	-1.178	0.9882
asin	D1232	1231	3523564.750	3481614.000	-41950.750	-1.191	0.9881
atan	D1232	1231	3379255.812	3338837.438	-40418.375	-1.196	0.9880
powf	D462	346	203689.432	201251.839	-2437.594	-1.197	0.9880
atanh	D462	346	284516.952	281109.920	-3407.032	-1.197	0.9880
cos	D57	56	8862.573	8756.268	-106.305	-1.199	0.9880
to_radians	D307	153	2166.809	2140.643	-26.166	-1.208	0.9879
cosh	D462	346	154254.919	152392.001	-1862.918	-1.208	0.9879
sinh	D1232	308	134172.212	132545.963	-1626.249	-1.212	0.9879
exp	D462	346	152328.976	150462.246	-1866.730	-1.225	0.9877
atanh	D1232	0	5606.568	5537.634	-68.934	-1.230	0.9877
sinh	D115	57	11297.206	11157.191	-140.015	-1.239	0.9876
cos	D307	153	26975.213	26640.084	-335.129	-1.242	0.9876
atan	D307	230	123640.914	122103.603	-1537.311	-1.243	0.9876
to_degrees	D1232	924	10777.221	10643.050	-134.171	-1.245	0.9876
rem	D1232	1231	138.635	136.907	-1.728	-1.246	0.9875
cos	D307	230	74558.075	73614.503	-943.572	-1.266	0.9873
tan	D1232	616	341997.274	337626.894	-4370.380	-1.278	0.9872
asin	D307	230	132463.088	130770.243	-1692.845	-1.278	0.9872
add	D616	615	59.523	58.760	-0.763	-1.282	0.9872
sin	D462	346	131914.581	130221.175	-1693.406	-1.284	0.9872
sinh	D462	346	154493.824	152506.502	-1987.323	-1.286	0.9871
atan	D153	152	54594.454	53887.165	-707.290	-1.296	0.9870
div	D462	461	1431.902	1413.300	-18.602	-1.299	0.9870
asin	D76	57	17534.801	17306.622	-228.179	-1.301	0.9870
rem	D924	0	124.252	122.634	-1.618	-1.302	0.9870
tan	D462	346	146251.566	144341.724	-1909.842	-1.306	0.9869
to_radians	D1232	616	5833.773	5756.891	-76.881	-1.318	0.9868
log	D307	153	23178.918	22872.492	-306.426	-1.322	0.9868
atanh	D230	0	1390.243	1371.757	-18.486	-1.330	0.9867
neg	D115	28	1.539	1.518	-0.020	-1.330	0.9867
hypot	D153	152	2118.890	2090.256	-28.634	-1.351	0.9865
tan	D307	153	31477.136	31049.791	-427.346	-1.358	0.9864
exp	D153	0	22.767	22.453	-0.313	-1.377	0.9862
tan	D153	152	34000.315	33519.369	-480.946	-1.415	0.9859
acosh	D1232	924	1430916.000	1410661.583	-20254.417	-1.415	0.9858
acosh	D1232	1231	3107134.222	3063125.167	-44009.056	-1.416	0.9858
sin	D57	56	8889.027	8762.980	-126.047	-1.418	0.9858
acosh	D462	231	89513.427	88238.446	-1274.981	-1.424	0.9858
tan	D462	231	73096.031	72054.286	-1041.744	-1.425	0.9857
atan	D1232	308	189525.880	186819.260	-2706.620	-1.428	0.9857
sqrt	D115	57	1006.523	992.090	-14.433	-1.434	0.9857
tanh	D307	153	54157.646	53372.071	-785.574	-1.451	0.9855
acos	D115	57	23750.107	23405.280	-344.827	-1.452	0.9855
tan	D616	0	146.716	144.569	-2.147	-1.464	0.9854
asin	D1232	308	203769.120	200761.477	-3007.643	-1.476	0.9852
exp	D115	28	3675.909	3621.386	-54.523	-1.483	0.9852
hypot	D307	153	2065.378	2034.685	-30.692	-1.486	0.9851
to_degrees	D924	693	6855.000	6752.128	-102.872	-1.501	0.9850
atanh	D1232	1231	5837302.100	5749347.300	-87954.800	-1.507	0.9849
acos	D76	57	17594.413	17329.256	-265.157	-1.507	0.9849
ln	D616	308	1682.457	1656.879	-25.577	-1.520	0.9848
ln	D230	115	1122.888	1105.654	-17.234	-1.535	0.9847
to_degrees	D1232	0	1363.979	1343.029	-20.949	-1.536	0.9846
sub	D115	28	3.070	3.023	-0.047	-1.538	0.9846
tan	D153	38	7050.733	6942.034	-108.699	-1.542	0.9846
sqrt	D462	231	6314.244	6216.057	-98.187	-1.555	0.9844
cos	D462	346	132032.818	129976.343	-2056.475	-1.558	0.9844
atanh	D57	0	473.172	465.800	-7.372	-1.558	0.9844
tan	D1232	1231	2614293.100	2573556.100	-40737.000	-1.558	0.9844
asinh	D1232	0	116.376	114.553	-1.823	-1.566	0.9843
cos	D115	86	14617.238	14387.823	-229.415	-1.569	0.9843
sin	D1232	308	120439.898	118517.671	-1922.228	-1.596	0.9840
cosh	D307	153	52251.800	51416.153	-835.647	-1.599	0.9840
atan	D462	231	113076.584	111264.540	-1812.044	-1.602	0.9840
asinh	D307	0	52.918	52.066	-0.852	-1.610	0.9839
ln	D1232	924	4636.030	4561.020	-75.010	-1.618	0.9838
sqrt	D115	0	114.463	112.577	-1.886	-1.648	0.9835
hypot	D616	462	10980.415	10798.922	-181.493	-1.653	0.9835
cos	D1232	1231	2485448.364	2444337.864	-41110.500	-1.654	0.9835
asin	D462	346	236670.296	232732.966	-3937.330	-1.664	0.9834
sin	D1232	0	269.941	265.444	-4.498	-1.666	0.9833
sin	D1232	1231	2469561.955	2428392.864	-41169.091	-1.667	0.9833
tan	D462	0	122.723	120.669	-2.054	-1.674	0.9833
sin	D1232	924	1023019.920	1005882.080	-17137.840	-1.675	0.9832
exp	D115	57	12775.801	12561.442	-214.359	-1.678	0.9832
sinh	D230	115	24771.789	24355.314	-416.475	-1.681	0.9832
asin	D115	86	33769.816	33200.981	-568.834	-1.684	0.9832
to_radians	D1232	308	5111.373	5025.055	-86.318	-1.689	0.9831
powf	D1232	0	1020.336	1003.050	-17.286	-1.694	0.9831
acos	D1232	308	205235.986	201750.559	-3485.427	-1.698	0.9830
exp	D230	115	24123.404	23712.612	-410.792	-1.703	0.9830
exp	D153	38	7408.999	7282.025	-126.974	-1.714	0.9829
sinh	D1232	924	909793.085	894194.937	-15598.148	-1.714	0.9829
ln	D153	76	396.616	389.758	-6.858	-1.729	0.9827
to_radians	D307	76	1402.840	1378.582	-24.259	-1.729	0.9827
acosh	D462	0	12664.787	12444.275	-220.513	-1.741	0.9826
asinh	D1232	308	370161.110	363712.021	-6449.089	-1.742	0.9826
to_degrees	D307	76	990.352	972.819	-17.534	-1.770	0.9823
tan	D115	0	17.454	17.142	-0.313	-1.791	0.9821
div	D462	346	1013.170	994.898	-18.273	-1.804	0.9820
hypot	D1232	924	27588.131	27085.082	-503.049	-1.823	0.9818
cosh	D230	115	24507.432	24057.403	-450.029	-1.836	0.9816
rem	D924	462	99.705	97.865	-1.840	-1.846	0.9815
ln	D616	0	1364.951	1339.450	-25.501	-1.868	0.9813
cos	D115	57	9696.584	9513.998	-182.586	-1.883	0.9812
sin	D230	115	20342.943	19956.716	-386.227	-1.899	0.9810
to_radians	D153	76	630.910	618.869	-12.041	-1.909	0.9809
cos	D1232	308	122594.380	120228.626	-2365.754	-1.930	0.9807
cos	D1232	924	1028955.740	1008789.520	-20166.220	-1.960	0.9804
to_degrees	D153	114	774.193	758.893	-15.300	-1.976	0.9802
rem	D462	0	78.975	77.408	-1.566	-1.983	0.9802
div	D38	19	15.441	15.134	-0.307	-1.987	0.9801
sub	D57	28	1.712	1.677	-0.034	-1.992	0.9801
sin	D153	38	5492.773	5382.070	-110.703	-2.015	0.9798
atanh	D462	0	2354.004	2306.303	-47.702	-2.026	0.9797
atan	D153	38	13984.676	13700.557	-284.119	-2.032	0.9797
mul	D76	57	80.423	78.786	-1.637	-2.036	0.9796
mul	D1232	0	133.390	130.662	-2.728	-2.045	0.9795
acosh	D462	346	160897.191	157571.725	-3325.466	-2.067	0.9793
to_radians	D115	28	396.680	388.372	-8.308	-2.094	0.9791
acosh	D1232	0	30459.658	29804.383	-655.275	-2.151	0.9785
tanh	D307	76	15030.870	14705.379	-325.491	-2.165	0.9783
sqrt	D462	346	9417.780	9208.879	-208.901	-2.218	0.9778
atan	D57	56	5119.380	5004.491	-114.888	-2.244	0.9776
rem	D924	693	104.142	101.787	-2.355	-2.261	0.9774
neg	D230	0	5.993	5.857	-0.136	-2.269	0.9773
hypot	D1232	308	6223.067	6079.240	-143.827	-2.311	0.9769
rem	D38	0	7.170	7.003	-0.167	-2.324	0.9768
hypot	D616	308	6156.985	6005.296	-151.689	-2.464	0.9754
to_degrees	D115	57	606.393	591.392	-15.001	-2.474	0.9753
rem	D616	154	81.446	79.359	-2.087	-2.562	0.9744
tanh	D57	14	5118.090	4986.893	-131.197	-2.563	0.9744
to_radians	D1232	0	2196.509	2140.143	-56.366	-2.566	0.9743
tan	D307	0	86.937	84.621	-2.316	-2.664	0.9734
asin	D115	57	24205.265	23540.899	-664.366	-2.745	0.9726
cbrt	D57	14	590.670	574.133	-16.536	-2.800	0.9720
powf	D76	0	74.908	72.807	-2.100	-2.804	0.9720
sinh	D1232	616	320267.159	311220.934	-9046.225	-2.825	0.9718
asin	D57	14	8089.678	7857.774	-231.904	-2.867	0.9713
acos	D153	38	16024.242	15563.465	-460.777	-2.876	0.9712
ln	D57	42	390.555	379.262	-11.292	-2.891	0.9711
acos	D115	0	4898.569	4755.248	-143.321	-2.926	0.9707
sinh	D115	28	7233.331	7020.983	-212.349	-2.936	0.9706
asin	D115	0	4861.828	4719.058	-142.771	-2.937	0.9706
hypot	D307	76	772.942	750.036	-22.906	-2.963	0.9704
hypot	D153	114	1428.817	1385.797	-43.020	-3.011	0.9699
asin	D153	38	16050.287	15558.161	-492.126	-3.066	0.9693
asin	D76	19	5634.104	5460.702	-173.402	-3.078	0.9692
div	D616	154	617.894	598.671	-19.223	-3.111	0.9689
to_degrees	D153	76	528.980	512.317	-16.663	-3.150	0.9685
log	D57	0	3845.758	3720.222	-125.536	-3.264	0.9674
sqrt	D1232	308	16146.039	15615.783	-530.257	-3.284	0.9672
sinh	D1232	1231	2957253.833	2858961.611	-98292.222	-3.324	0.9668
tanh	D1232	1231	2971845.389	2871318.444	-100526.944	-3.383	0.9662
to_degrees	D462	0	897.343	866.616	-30.727	-3.424	0.9658
cosh	D1232	1231	2962568.889	2860291.444	-102277.444	-3.452	0.9655
exp	D1232	1231	2944432.556	2842245.167	-102187.389	-3.471	0.9653
sqrt	D115	28	344.735	332.724	-12.011	-3.484	0.9652
powf	D57	0	54.089	52.076	-2.013	-3.721	0.9628
exp	D57	14	3442.550	3314.451	-128.098	-3.721	0.9628
sqrt	D38	19	32.542	31.326	-1.216	-3.737	0.9626
mul	D462	0	77.883	74.965	-2.918	-3.747	0.9625
tan	D57	14	4130.645	3963.876	-166.769	-4.037	0.9596
to_radians	D153	0	611.997	586.558	-25.439	-4.157	0.9584
div	D462	0	223.805	214.462	-9.342	-4.174	0.9583
tan	D115	57	12483.425	11960.956	-522.469	-4.185	0.9581
hypot	D57	0	15.926	15.258	-0.668	-4.196	0.9580
mul	D38	28	26.242	25.119	-1.123	-4.281	0.9572
to_radians	D1232	1231	33677.681	32096.941	-1580.740	-4.694	0.9531
to_degrees	D1232	1231	31953.952	30427.026	-1526.926	-4.779	0.9522
to_degrees	D153	38	594.248	562.300	-31.949	-5.376	0.9462
rem	D76	19	4.916	4.617	-0.299	-6.079	0.9392
sqrt	D57	14	207.333	194.618	-12.715	-6.133	0.9387
sin	D115	57	9968.788	9344.874	-623.914	-6.259	0.9374
rem	D153	152	17.722	16.595	-1.127	-6.362	0.9364
tan	D18	0	4.667	4.358	-0.309	-6.627	0.9337
atan	D18	0	4.667	4.355	-0.312	-6.690	0.9331
to_degrees	D153	0	367.925	343.007	-24.918	-6.773	0.9323
to_radians	D18	0	4.354	4.044	-0.310	-7.130	0.9287
rem	D153	114	17.636	16.316	-1.320	-7.484	0.9252
powf	D1232	616	651498.697	598617.898	-52880.800	-8.117	0.9188
cos	D924	0	196.317	179.566	-16.751	-8.532	0.9147
tan	D76	0	3.868	3.496	-0.372	-9.628	0.9037
sub	D76	19	2.035	1.817	-0.218	-10.706	0.8929
sin	D1232	616	351234.139	312375.092	-38859.047	-11.064	0.8894
to_degrees	D462	115	1723.248	1530.855	-192.393	-11.165	0.8884
ln	D38	0	2.491	2.181	-0.310	-12.449	0.8755
tan	D462	115	23050.587	20143.892	-2906.694	-12.610	0.8739
cos	D616	0	196.188	170.672	-25.516	-13.006	0.8699
sub	D462	115	49.318	42.846	-6.472	-13.123	0.8688
ln	D462	115	3544.086	3066.971	-477.114	-13.462	0.8654
add	D462	115	38.079	32.667	-5.412	-14.212	0.8579
div	D462	115	527.659	452.632	-75.027	-14.219	0.8578
neg	D462	115	19.424	16.642	-2.782	-14.321	0.8568
sin	D462	115	18524.480	15868.901	-2655.580	-14.336	0.8566
rem	D462	115	101.798	87.184	-14.614	-14.356	0.8564
acos	D462	115	51079.688	43724.705	-7354.983	-14.399	0.8560
cos	D462	115	18468.052	15800.530	-2667.521	-14.444	0.8556
tanh	D462	115	29447.419	25183.885	-4263.534	-14.478	0.8552
cbrt	D462	115	12182.777	10414.878	-1767.899	-14.511	0.8549
asin	D462	115	51559.364	44053.756	-7505.608	-14.557	0.8544
cosh	D462	115	28996.282	24774.967	-4221.315	-14.558	0.8544
mul	D462	115	525.853	449.204	-76.649	-14.576	0.8542
atan	D462	115	41666.600	35576.850	-6089.750	-14.615	0.8538
exp	D462	115	27177.063	23196.429	-3980.634	-14.647	0.8535
asinh	D462	115	67899.285	57940.717	-9958.568	-14.667	0.8533
sinh	D462	115	28794.115	24514.355	-4279.760	-14.863	0.8514
acosh	D462	115	45944.479	38845.572	-7098.907	-15.451	0.8455
atanh	D462	115	71803.115	60232.499	-11570.616	-16.114	0.8389
sqrt	D462	115	4432.473	3712.294	-720.179	-16.248	0.8375
exp	D38	0	1.868	1.559	-0.309	-16.559	0.8344
